Date,District,Estate,Price,Unit Address,Floor,Block,Room,Area
2021/12/16,Western mid-levels,Robinson Place,25.6,TOWER 2 1#/F Room A,1,TOWER 2,A,1389
2021/12/16,Quarry Bay,Kornhill,8.53,BLOCK B 2#/F Room 6,2,BLOCK B,6,604
2021/12/16,Shek Tong Tsui,Mei Sun Lau,6.08,BLOCK A 1#/F Room 4,1,BLOCK A,4,465
2021/12/16,Taikoo Shing,TaiKoo Shing,15,KAI TIEN 1#/F Room H,1,KAI TIEN,H,876
2021/12/16,Taikoo Shing,TaiKoo Shing,15.98,HENG TIEN 1#/F Room C,1,HENG TIEN,C,831
2021/12/16,Chai Wan,Cheerful Garden,5,BLOCK 5 3#/F Room A,3,BLOCK 5,A,716
2021/12/16,Kennedy Town,Cadogan,9.38,2#/F Room B,2,,B,446
2021/12/16,Fortress Hill,Victor Court,6.32,1#/F Room C,1,,C,438
2021/12/16,Shaukeiwan,Shaukiwan Centre,5.35,BLOCK B 6/F Room E,6,BLOCK B,E,378
2021/12/16,Chai Wan,Yan Tsui Court,6,BLOCK B 1#/F Room 8,1,BLOCK B,8,676
2021/12/16,Wan Chai,The Morrison,8.4,6/F Room A,6,,A,653
2021/12/16,Wan Chai,Bo Fung Mansion,7.2,1/F Room A,1,,A,536
2021/12/16,North Point,Scala Mansion,5.26,7/F Room D,7,,D,450
2021/12/16,North Point,Conwell Mansion,7,1#/F Room A,1,,A,546
2021/12/16,Heng Fa Chuen,Heng Fa Chuen,8.11,BLOCK 2 1#/F Room 5,1,BLOCK 2,5,583
2021/12/16,Shek Tong Tsui,Nice Garden,8.7,1#/F Room A,1,,A,629
2021/12/15,Ap Lei Chau,Larvotto,59.6,TOWER 1 1#/F Room A,1,TOWER 1,A,2545
2021/12/15,Tin Hau,The Pavilia Hill,30,TOWER 1 1#/F Room A,1,TOWER 1,A,1078
2021/12/15,Western mid-levels,Floral Tower,11.35,3/F Room A,3,,A,791
2021/12/15,Wan Chai,Hay Wah Building,6.9,BLOCK B 1#/F Room 4,1,BLOCK B,4,476
2021/12/15,Kennedy Town,Luen Hing Apartments,6.65,3/F Room 4,3,,4,460
2021/12/15,Fortress Hill,Princess Mansion,5,9/F Room 8,9,,8,600
2021/12/15,Wan Chai,The Avenue,20,TOWER 2 1#/F Room A,1,TOWER 2,A,760
2021/12/15,Pok Fu Lam,Pokfulam Gardens,7.58,BLOCK 2 1#/F Room G,1,BLOCK 2,G,526
2021/12/15,Chai Wan,Lok Hin Terrace,5.95,BLOCK 1 1#/F Room E,1,BLOCK 1,E,522
2021/12/15,Causeway Bay,Elizabeth House,11.7,BLOCK B 1#/F Room B8,1,BLOCK B,B8,705
2021/12/15,North Point,Harbour Heights,23.5,KO FUNG COURT 3#/F Room F,3,KO FUNG COURT,F,903
2021/12/15,South Horizons,South Horizons,12.5,TOWER 8 9/F Room A,9,TOWER 8,A,931
2021/12/15,Quarry Bay,Hon Way Mansion,7.08,1/F Room C,1,,C,476
2021/12/15,Shaukeiwan,Tung Yuk Court,7.5,TUNG NING HOUSE--BLOCK E 7/F Room 6,7,TUNG NING HOUSE--BLOCK E,6,828
2021/12/15,Quarry Bay,Tak Lee Building,3.85,1#/F Room 31,1,,31,320
2021/12/15,Taikoo Shing,TaiKoo Shing,11.6,KAM SHAN 2#/F Room A,2,KAM SHAN,A,691
2021/12/15,Aberdeen,Aberdeen Centre,6.88,BLOCK A 9/F Room 1,9,BLOCK A,1,529
2021/12/15,Sai Ying Pun,Two．Artlane,7.21,1#/F Room D,1,,D,250
2021/12/15,Sai Ying Pun,Two．Artlane,6.73,1#/F Room J,1,,J,244
2021/12/15,Sai Ying Pun,Two．Artlane,6.05,1#/F Room H,1,,H,214
2021/12/15,Taikoo Shing,TaiKoo Shing,15.5,PINE 3/F Room D,3,PINE,D,1029
2021/12/15,Sheung Wan,Hollywood Terrace,14,TOWER A 2#/F Room B,2,TOWER A,B,757
2021/12/15,Heng Fa Chuen,Heng Fa Chuen,7.5,BLOCK 2 1#/F Room 4,1,BLOCK 2,4,583
2021/12/15,Western mid-levels,Scholastic Garden,15.8,3#/F Room H,3,,H,843
2021/12/15,Quarry Bay,Yick Cheong Building,3.68,2/F Room 14,2,,14,456
2021/12/15,Quarry Bay,Kornhill Garden,7.6,BLOCK 10 1#/F Room A,1,BLOCK 10,A,521
2021/12/14,Sai Wan Ho,Parker33,6.7,8/F Room A,8,,A,328
2021/12/14,Aberdeen,Aberdeen Centre,6.65,BLOCK L 5/F Room 2,5,BLOCK L,2,529
2021/12/14,Stanley,Lung Tak Court,5.84,BLOCK B 5/F Room 3,5,BLOCK B,3,559
2021/12/14,Baguio Villa,Baguio Villa,34,BLOCK 40 2#/F,2,BLOCK 40,BLOCK 40 2#/F,1590
2021/12/14,Shaukeiwan,Tung Lam Court,4.03,1#/F Room 2,1,,2,577
2021/12/14,Kennedy Town,The Merton,10.6,BLOCK 3 1#/F Room K,1,BLOCK 3,K,629
2021/12/14,North Point,Novum Point,8.34,3/F Room G,3,,G,288
2021/12/14,Shaukeiwan,Perfect Mount Gardens,9.93,BLOCK D 1#/F Room 8,1,BLOCK D,8,704
2021/12/14,Quarry Bay,Kornhill,8.88,BLOCK P 2#/F Room 2,2,BLOCK P,2,588
2021/12/14,Chai Wan,New Jade Garden,1.88,BLOCK 3 1#/F Room D,1,BLOCK 3,D,617
2021/12/14,Shaukeiwan,Tung Yan Court,4.2,BLOCK A 3#/F Room 2,3,BLOCK A,2,568
2021/12/14,Quarry Bay,Hon Way Mansion,6.52,8/F Room E,8,,E,539
2021/12/14,South Horizons,South Horizons,10,TOWER 21 2#/F Room B,2,TOWER 21,B,745
2021/12/14,Aberdeen,Yue Fai Court,5.87,BLOCK E 4/F Room 1,4,BLOCK E,1,502
2021/12/14,Chai Wan,Walton Estate,5,TOWER III 8/F Room A,8,TOWER III,A,484
2021/12/14,Taikoo Shing,TaiKoo Shing,10.6,FOONG SHAN 2#/F Room F,2,FOONG SHAN,F,675
2021/12/14,Shek Tong Tsui,Bic Wah Court,5.95,6/F Room 1,6,,1,453
2021/12/14,Sai Ying Pun,Connaught Garden,7.7,BLOCK 1 2#/F Room B,2,BLOCK 1,B,442
2021/12/14,Chai Wan,Greenwood Terrace,6.15,TOWER 5 2#/F Room A,2,TOWER 5,A,620
2021/12/14,Wan Chai,Kin Lee Building,6,BLOCK B 1#/F Room B4,1,BLOCK B,B4,472
2021/12/14,Heng Fa Chuen,Heng Fa Chuen,10,BLOCK 27 5/F Room 1,5,BLOCK 27,1,856
2021/12/14,Sheung Wan,Queen's Terrace,2.3,TOWER 2 1#/F Room B,1,TOWER 2,B,759
2021/12/14,North Point,Ming Yuen Centre,5.38,7/F Room C,7,,C,434
2021/12/14,Sai Ying Pun,Two．Artlane,7.14,1#/F Room B,1,,B,254
2021/12/14,Taikoo Shing,TaiKoo Shing,14.58,HSIA KUNG 1#/F Room H,1,HSIA KUNG,H,800
2021/12/14,Central,Welley Building,0.78,5/F Room A,5,,A,299
2021/12/14,Central,Welley Building,1.56,5/F Room A,5,,A,299
2021/12/14,North Point,Tanner Garden,1.7,BLOCK 2 2#/F Room A,2,BLOCK 2,A,779
2021/12/13,Taikoo Shing,TaiKoo Shing,10.68,KO ON 6/F Room E,6,KO ON,E,675
2021/12/13,Kennedy Town,Academic Terrace,12.75,BLOCK I 2#/F Room B,2,BLOCK I,B,772
2021/12/13,Shaukeiwan,Lime GALA,10.38,TOWER 1B 9/F Room D,9,TOWER 1B,D,494
2021/12/13,Chai Wan,Island Resort,9.43,TOWER 9 2#/F Room E,2,TOWER 9,E,726
2021/12/13,Quarry Bay,Park Vale,10.5,HONG PAK MANSION 1#/F Room A,1,HONG PAK MANSION,A,748
2021/12/13,North Point,Fairview Court,7.25,2#/F Room A,2,,A,661
2021/12/13,Kennedy Town,The Hudson,15,3#/F Room A,3,,A,543
2021/12/13,Southern District,Residence Bel-Air,32.25,BEL-AIR ON THE PEAK TOWER 7 2#/F Room C,2,BEL-AIR ON THE PEAK TOWER 7,C,1415
2021/12/13,Quarry Bay,Nan Fung Sun Chuen,10,BLOCK NO.6 2#/F Room A,2,BLOCK NO.6,A,692
2021/12/13,Sai Wan Ho,The Oakridge,8.28,1#/F Room B,1,,B,589
2021/12/13,Western mid-levels,SceneCliff,14.38,BLOCK 2 3#/F Room D,3,BLOCK 2,D,694
2021/12/13,North Point,Fleur Pavilia,18.8,TOWER 1 9/F Room B,9,TOWER 1,B,799
2021/12/13,Quarry Bay,Splendid Place,10,8/F Room E,8,,E,784
2021/12/13,Chai Wan,Walton Estate,5.2,TOWER I 2#/F Room E,2,TOWER I,E,466
2021/12/13,Chai Wan,Neptune Terrace,6,BLOCK 1 2#/F Room E,2,BLOCK 1,E,675
2021/12/13,Kennedy Town,Academic Terrace,9.2,BLOCK I 1#/F Room H,1,BLOCK I,H,620
2021/12/13,Kennedy Town,The Hudson,15.2,2#/F Room A,2,,A,544
2021/12/13,Sai Wan Ho,The Oakridge,8.65,3#/F Room D,3,,D,599
2021/12/13,North Point,Fu Bong Mansion,5.6,3/F Room C,3,,C,444
2021/12/13,Shaukeiwan,Fok Sing Building,4.98,7/F Room E,7,,E,440
2021/12/13,North Point,Yee Bo Mansion,5.2,1#/F Room A,1,,A,392
2021/12/13,Taikoo Shing,TaiKoo Shing,26,LOTUS 2#/F Room A,2,LOTUS,A,1237
2021/12/13,South Horizons,South Horizons,11.6,TOWER 30 1#/F Room F,1,TOWER 30,F,835
2021/12/13,Mid-Levels,Century Tower,55,TOWER I 5/F Room B,5,TOWER I,B,2565
2021/12/13,Sai Ying Pun,Two．Artlane,6.85,1#/F Room J,1,,J,244
2021/12/13,Sai Ying Pun,Two．Artlane,7.09,1#/F Room D,1,,D,250
2021/12/13,Sai Ying Pun,Two．Artlane,10.71,1#/F Room A,1,,A,381
2021/12/13,Quarry Bay,Grandview Court,6.48,6/F Room D,6,,D,476
2021/12/13,Tin Hau,Chuang's-on-the-Park,11.5,1#/F Room A,1,,A,668
2021/12/13,Kennedy Town,Ka Fai Court,6,3/F Room B,3,,B,523
2021/12/13,Sheung Wan,Centre Stage,25.3,TOWER 1 4#/F Room C,4,TOWER 1,C,1102
2021/12/10,Aberdeen,Ka Lung Court,6.08,BLOCK A 3#/F Room 3,3,BLOCK A,3,515
2021/12/10,Fortress Hill,Kwong Chiu Terrace,1.85,BLOCK B 1#/F Room 6,1,BLOCK B,6,566
2021/12/10,Sheung Wan,HongWay Garden,9.34,BLOCK A 3#/F Room 1,3,BLOCK A,1,574
2021/12/10,Pok Fu Lam,Pokfulam Gardens,10.85,BLOCK 1 1#/F Room A,1,BLOCK 1,A,815
2021/12/10,Heng Fa Chuen,Heng Fa Chuen,7.5,BLOCK 50 5/F Room 4,5,BLOCK 50,4,647
2021/12/10,Pok Fu Lam,Pokfulam Gardens,5.5,BLOCK 5 2/F Room A,2,BLOCK 5,A,833
2021/12/10,Fortress Hill,Kam Tao Building,9.5,2#/F Room E,2,,E,714
2021/12/10,Wan Chai,The Avenue,16.28,TOWER 2 1#/F Room B,1,TOWER 2,B,519
2021/12/10,Mid-Levels,GrandView Tower,15.65,BLOCK A 2#/F Room 2,2,BLOCK A,2,910
2021/12/10,Tin Hau,Fai Hon Building,5.91,6/F Room B,6,,B,560
2021/12/10,North Point,Harbour Glory,40.8,TOWER 7 7/F Room B,7,TOWER 7,B,1318
2021/12/10,Western mid-levels,Seymour Place,19.46,1#/F Room B,1,,B,1226
2021/12/10,Kennedy Town,Luen Gay Apartments,4.8,1#/F Room 11,1,,11,306
2021/12/10,North Point,Maple Gardens,9.8,MAPLE GARDENS 2#/F Room C,2,MAPLE GARDENS,C,838
2021/12/10,North Point,Provident Centre,13,BLOCK 5 2#/F Room C,2,BLOCK 5,C,899
2021/12/10,Wan Chai,Lee Loy Building,3.63,5/F Room D,5,,D,302
2021/12/10,Tai Tam,The Redhill Peninsula,97,NO.110 CEDAR DRIVE,,NO.110 CEDAR,DRIVE,2985
2021/12/10,Western mid-levels,Bel Mount Garden,10,6/F Room A,6,,A,780
2021/12/10,Tin Hau,Chuang's-on-the-Park,8.8,8/F Room B,8,,B,544
2021/12/10,Wan Chai,Hennessy Building,12,6/F Room B,6,,B,1100
2021/12/10,Chai Wan,Neptune Terrace,6.9,BLOCK 3 2#/F Room H,2,BLOCK 3,H,802
2021/12/10,South Horizons,South Horizons,18.59,TOWER 22 3#/F Room E,3,TOWER 22,E,1107
2021/12/10,Sai Ying Pun,Two．Artlane,7.27,1#/F Room B,1,,B,254
2021/12/10,Sai Ying Pun,Two．Artlane,8.23,1#/F Room F,1,,F,282
2021/12/10,Sai Ying Pun,Two．Artlane,7.04,1#/F Room C,1,,C,253
2021/12/10,Sai Ying Pun,Two．Artlane,6.99,1#/F Room D,1,,D,250
2021/12/10,Sai Ying Pun,Two．Artlane,6.32,2#/F Room H,2,,H,214
2021/12/10,Sai Ying Pun,Two．Artlane,10.64,2#/F Room A,2,,A,381
2021/12/10,Aberdeen,Kin Fai Building,4,2/F Room E,2,,E,390
2021/12/10,Kennedy Town,Imperial Kennedy,16.5,2#/F Room C,2,,C,722
2021/12/10,Aberdeen,Ka Lung Court,5.8,BLOCK A 1#/F Room 10,1,BLOCK A,10,515
2021/12/9,Kennedy Town,The Belcher's,32.9,TOWER 8 4#/F Room E,4,TOWER 8,E,1462
2021/12/9,Wan Chai,Brilliant Court,8.18,6/F Room E,6,,E,545
2021/12/9,Kennedy Town,Cayman Rise,10,BLOCK 1 1#/F Room G,1,BLOCK 1,G,589
2021/12/9,Jardine,Flora Garden,30,BLOCK 2 2#/F Room A,2,BLOCK 2,A,1533
2021/12/9,South Horizons,South Horizons,10,TOWER 12 1#/F Room F,1,TOWER 12,F,769
2021/12/9,Wan Chai,Siu Fung Building,4.9,1#/F Room B,1,,B,445
2021/12/9,Taikoo Shing,TaiKoo Shing,9.95,NING ON 1#/F Room F,1,NING ON,F,628
2021/12/9,North Point,Ming Yuet Building,3.75,2/F Room C,2,,C,317
2021/12/9,Kennedy Town,Luen Gay Apartments,4.8,2/F Room 5,2,,5,480
2021/12/9,Quarry Bay,WestLands Court,7,NGAR LAN MANSION 1#/F Room A,1,NGAR LAN MANSION,A,518
2021/12/9,Kennedy Town,Smithfield Terrace,4.28,BLOCK A 3#/F Room A8,3,BLOCK A,A8,252
2021/12/9,Chai Wan,Winner Centre,5.7,BLOCK A 2#/F Room A4,2,BLOCK A,A4,368
2021/12/9,North Point,Victoria Harbour,76.28,TOWER 2 1#/F Room B,1,TOWER 2,B,1467
2021/12/9,Baguio Villa,Baguio Villa,28,BLOCK 27 1#/F Room C,1,BLOCK 27,C,1520
2021/12/9,Wan Chai,The Avenue,12.8,TOWER 1 3#/F Room D,3,TOWER 1,D,455
2021/12/9,Taikoo Shing,TaiKoo Shing,17.8,HANG SING 2#/F Room D,2,HANG SING,D,843
2021/12/9,Southern District,Residence Bel-Air,39,SOUTH TOWER 6 2#/F Room A,2,SOUTH TOWER 6,A,1688
2021/12/9,Sai Wan Ho,Parker33,4.5,1#/F Room K,1,,K,209
2021/12/9,Sai Wan Ho,Tai On Building,1.6,5/F Room 25,5,,25,375
2021/12/9,Chai Wan,Greenwood Terrace,6.28,TOWER 3 2#/F Room A,2,TOWER 3,A,620
2021/12/9,Wan Chai,Hay Wah Building,5.6,BLOCK B 6/F Room 2,6,BLOCK B,2,392
2021/12/9,Western mid-levels,Wilton Place,7.6,2#/F Room E,2,,E,383
2021/12/9,Shaukeiwan,Hip Wo Mansion,5.5,1#/F Room B,1,,B,510
2021/12/9,Sai Wan Ho,Hoi Lee Building,4,5/F Room A,5,,A,348
2021/12/9,Quarry Bay,Kornhill,9.35,BLOCK H 1#/F Room 10,1,BLOCK H,10,642
2021/12/9,Taikoo Shing,TaiKoo Shing,10.8,PO SHAN 6/F Room A,6,PO SHAN,A,697
2021/12/9,Heng Fa Chuen,Heng Fa Chuen,14.5,BLOCK 47 2#/F Room 8,2,BLOCK 47,8,990
2021/12/9,Sai Ying Pun,Ying Yin Mansion,9.8,2#/F Room A,2,,A,367
2021/12/9,Sai Ying Pun,Two．Artlane,7.03,1#/F Room E,1,,E,252
2021/12/9,Sai Ying Pun,Two．Artlane,7.63,1#/F Room E,1,,E,252
2021/12/9,Sai Ying Pun,Two．Artlane,5.94,1#/F Room K,1,,K,196
2021/12/9,Sheung Wan,Kam Yu Mansion,7.75,3/F Room D,3,,D,652
2021/12/9,North Point,Aik San Mansion,2.8,2/F Room A,2,,A,468
2021/12/9,Wan Chai,The Avenue,15.64,TOWER 2 1#/F Room K,1,TOWER 2,K,520
2021/12/9,Sai Ying Pun,Two．Artlane,6.95,2#/F Room J,2,,J,244
2021/12/9,Sai Ying Pun,Two．Artlane,7.69,2#/F Room D,2,,D,250
2021/12/9,Sheung Wan,Caine Tower,9,3/F Room B,3,,B,595
2021/12/9,North Point,Tsing Wan Building,6.08,1#/F Room C,1,,C,660
2021/12/9,Tai Hang,The Legend,45,TOWER II 3#/F Room B,3,TOWER II,B,1908
2021/12/9,Chai Wan,FullView Garden,3.68,BLOCK 10 2#/F Room E,2,BLOCK 10,E,515
2021/12/9,Quarry Bay,Sunway Gardens,7.3,BLOCK C 9/F Room 2,9,BLOCK C,2,684
2021/12/9,Fortress Hill,Southern Building,5.8,1#/F Room G,1,,G,800
2021/12/9,South Horizons,South Horizons,10,TOWER 22 2#/F Room B,2,TOWER 22,B,745
2021/12/8,North Point,Kar Fu Building,3.94,5/F Room B,5,,B,339
2021/12/8,South Horizons,South Horizons,11,TOWER 10 8/F Room D,8,TOWER 10,D,807
2021/12/8,Aberdeen,Abba House,5.58,BLOCK A 1#/F Room 4,1,BLOCK A,4,422
2021/12/8,Southern District,Residence Bel-Air,44,SOUTH TOWER 7 3#/F Room B,3,SOUTH TOWER 7,B,1693
2021/12/8,Taikoo Shing,TaiKoo Shing,17,WILLOW 2#/F Room F,2,WILLOW,F,983
2021/12/8,North Point,Glory Rise,4.48,1#/F Room C,1,,C,312
2021/12/8,South Horizons,South Horizons,9.99,TOWER 20 2#/F Room A,2,TOWER 20,A,728
2021/12/8,Western mid-levels,Rich Court,3.2,4/F Room A,4,,A,470
2021/12/8,Sai Wan Ho,ISLAND RESIDENCE,9.5,2#/F Room A,2,,A,391
2021/12/8,Kennedy Town,Han Yu Building,4.5,7/F Room C,7,,C,322
2021/12/8,Happy Valley,The Notting Hill,5.5,G/F Room F,,,F,490
2021/12/8,Sai Ying Pun,Eivissa Crest,7.8,3#/F Room C,3,,C,292
2021/12/8,Kennedy Town,Luen Gay Apartments,5.38,1#/F Room 3,1,,3,520
2021/12/8,South Horizons,South Horizons,10,TOWER 1 2#/F Room D,2,TOWER 1,D,773
2021/12/8,Kennedy Town,Pearl Court,7.29,BLOCK A 1#/F Room 4,1,BLOCK A,4,505
2021/12/8,Kennedy Town,University Heights,7.95,TOWER 1 9/F Room F,9,TOWER 1,F,529
2021/12/8,South Horizons,South Horizons,11.2,TOWER 11 8/F Room B,8,TOWER 11,B,804
2021/12/8,Shaukeiwan,Tung Tao Court,7.2,BLOCK C 2#/F Room 1,2,BLOCK C,1,745
2021/12/8,Kennedy Town,Sunglow Building,7.7,7/F Room D,7,,D,512
2021/12/8,Quarry Bay,Mount Parker Lodge,9.8,BLOCK B 5/F Room 4,5,BLOCK B,4,831
2021/12/8,Quarry Bay,Tak Fat Building,4.58,9/F Room B,9,,B,374
2021/12/8,Heng Fa Chuen,Heng Fa Chuen,8.45,BLOCK 29 7/F Room 4,7,BLOCK 29,4,596
2021/12/8,Sheung Wan,Queen's Terrace,7.2,TOWER 2 9/F Room C,9,TOWER 2,C,468
2021/12/8,North Point,Yiu Ming Building,0.993,2#/F Room A,2,,A,523
2021/12/8,Sai Ying Pun,Two．Artlane,10.63,2#/F Room A,2,,A,381
2021/12/8,Ap Lei Chau,Larvotto,47.38,TOWER 5 3#/F Room C,3,TOWER 5,C,1913
2021/12/8,North Point,Comfort Gardens,15.05,1#/F Room D,1,,D,1158
2021/12/8,Quarry Bay,Kornhill,8.6,BLOCK P 3/F Room 10,3,BLOCK P,10,582
2021/12/8,Kennedy Town,The Belcher's,22,TOWER 6 3#/F Room A,3,TOWER 6,A,1164
2021/12/8,Sai Ying Pun,Two．Artlane,6.9,1#/F Room J,1,,J,244
2021/12/8,Sai Ying Pun,Two．Artlane,7.38,1#/F Room D,1,,D,250
2021/12/7,North Point,Provident Centre,12.5,BLOCK 15 1#/F Room D,1,BLOCK 15,D,846
2021/12/7,Kennedy Town,The Merton,16.2,BLOCK 1 1#/F Room H,1,BLOCK 1,H,887
2021/12/7,Pok Fu Lam,AQUA 33,19.8,BLOCK 3 G/F Room B,,BLOCK 3,B,1896
2021/12/7,Taikoo Shing,TaiKoo Shing,8.3,TAI WOO 1#/F Room C,1,TAI WOO,C,585
2021/12/7,Wan Chai,The Oakhill,44.98,5#/F Room A,5,,A,1551
2021/12/7,Sheung Wan,Centre Stage,12,TOWER 1 3#/F Room D,3,TOWER 1,D,614
2021/12/7,Heng Fa Chuen,Heng Fa Chuen,7.5,BLOCK 38 1/F Room 6,1,BLOCK 38,6,598
2021/12/7,Pok Fu Lam,Royalton,36.3,1#/F Room B,1,,B,2160
2021/12/7,Causeway Bay,City Mansion,5.7,9/F Room F,9,,F,500
2021/12/7,Heng Fa Chuen,Heng Fa Chuen,10.8,BLOCK 41 5/F Room 2,5,BLOCK 41,2,780
2021/12/7,Kennedy Town,Millennium Court,9.98,1#/F Room A,1,,A,767
2021/12/7,Jardine,Flora Garden,27.9,BLOCK 1 6/F Room D,6,BLOCK 1,D,1302
2021/12/7,Chai Wan,Hang Tsui Court,3.98,TSUI CHING HOUSE--BLOCK A 2#/F Room 10,2,TSUI CHING HOUSE--BLOCK A,10,506
2021/12/7,North Point,Ming Yuen Mansions,6.68,PHASE 2 4/F Room 42,4,PHASE 2,42,610
2021/12/7,Southern District,Residence Bel-Air,21.7,TOWER 1 3#/F Room A,3,TOWER 1,A,1016
2021/12/7,North Point,Fok Ying Building,5.35,2#/F Room D,2,,D,534
2021/12/7,Sheung Wan,Elite's Place,13.95,3#/F Room B,3,,B,893
2021/12/7,Sai Ying Pun,Connaught Garden,7.48,BLOCK 3 9/F Room A,9,BLOCK 3,A,450
2021/12/7,Wan Chai,Causeway Centre,8.55,BLOCK C 4#/F Room 4,4,BLOCK C,4,505
2021/12/7,North Point,Healthy Gardens,7.2,BLOCK C 5/F Room 2,5,BLOCK C,2,514
2021/12/7,Sai Ying Pun,Two．Artlane,6.92,1#/F Room J,1,,J,244
2021/12/7,Sai Ying Pun,Two．Artlane,8.47,2#/F Room F,2,,F,282
2021/12/7,Shaukeiwan,Lime GALA,8.7,TOWER 2 1#/F Room H,1,TOWER 2,H,398
2021/12/7,North Point,Healthy Gardens,7,BLOCK B 2#/F Room 6,2,BLOCK B,6,514
2021/12/7,Tai Tam,The Redhill Peninsula,86,NO.51 PALM DRIVE,,NO.51 PALM,DRIVE,2901
2021/12/7,North Point,Provident Centre,8,BLOCK 1 2#/F Room C,2,BLOCK 1,C,963
2021/12/7,Wan Chai,Merry Garden,29.3,BLOCK A 1#/F Room 2,1,BLOCK A,2,1450
2021/12/7,Shek Tong Tsui,Chong Yip Centre,6.8,BLOCK C 7/F Room A,7,BLOCK C,A,513
2021/12/7,Sai Ying Pun,Novum West,12.88,TOWER 1 3#/F Room C,3,TOWER 1,C,427
2021/12/7,Sai Ying Pun,Two．Artlane,7.04,1#/F Room D,1,,D,250
2021/12/7,Kennedy Town,Imperial Kennedy,10,1#/F Room D,1,,D,497
2021/12/6,Happy Valley,Silver Star Court,18.88,1#/F Room A,1,,A,1088
2021/12/6,Wan Chai,Gold Jade Mansion,6.5,9/F Room F,9,,F,650
2021/12/6,Sai Wan Ho,Hoi Ching Mansion,4.35,1#/F Room 2,1,,2,450
2021/12/6,Aberdeen,Yue Fai Court,5.38,BLOCK B 4/F Room 7,4,BLOCK B,7,460
2021/12/6,Kennedy Town,The Hudson,11.5,1#/F Room D,1,,D,464
2021/12/6,Heng Fa Chuen,Heng Fa Chuen,9.47,BLOCK 23 1#/F Room 4,1,BLOCK 23,4,716
2021/12/6,Chai Wan,FullView Garden,4.3,BLOCK 7 7/F Room J,7,BLOCK 7,J,577
2021/12/6,Shaukeiwan,Shaukiwan Centre,5.3,BLOCK B 1#/F Room D,1,BLOCK B,D,378
2021/12/6,Chai Wan,Island Resort,8.65,TOWER 7 2#/F Room F,2,TOWER 7,F,652
2021/12/6,Shaukeiwan,Island Garden,12.5,TOWER 1 9/F Room B,9,TOWER 1,B,670
2021/12/6,North Point Mid,Oxford Court,18,BLOCK I 1#/F Room A,1,BLOCK I,A,1346
2021/12/6,Wan Chai,The Oakhill,23.7,2#/F Room B,2,,B,1161
2021/12/6,Happy Valley,Blue Pool Mansion,16.5,4/F Room NO.3,4,,NO.3,1300
2021/12/6,South Horizons,South Horizons,9.7,TOWER 32 2#/F Room C,2,TOWER 32,C,679
2021/12/6,Sai Ying Pun,Island Crest,12.3,TOWER 1 4#/F Room E,4,TOWER 1,E,627
2021/12/6,North Point,Island Place,6.35,TWO ISLAND PLACE 1#/F Room F,1,TWO ISLAND PLACE,F,996
2021/12/6,Sheung Wan,Kingearn Building,5.7,1#/F Room B,1,,B,521
2021/12/6,Shaukeiwan,Felicity Garden,10.9,BLOCK 4 2#/F Room C,2,BLOCK 4,C,811
2021/12/6,Ap Lei Chau,Yue On Court,7,BLOCK G 2#/F Room 1,2,BLOCK G,1,618
2021/12/6,Happy Valley,Hawthorn Garden,19.05,9/F Room B,9,,B,1125
2021/12/6,Happy Valley,Eight Kwai Fong Happy Valley,13.78,1#/F Room B,1,,B,402
2021/12/6,Happy Valley,Eight Kwai Fong Happy Valley,13.87,1#/F Room A,1,,A,411
2021/12/6,Sai Ying Pun,Two．Artlane,7.41,2#/F Room C,2,,C,253
2021/12/6,Kennedy Town,Kwok Ga Building,2.5,1#/F Room D,1,,D,406
2021/12/6,Happy Valley,Hawthorn Garden,19.8,7/F Room D,7,,D,1125
2021/12/6,Happy Valley,Green Valley Mansion,17,3/F Room D,3,,D,1200
2021/12/6,Tin Hau,Wilson Court,5.73,2#/F Room A,2,,A,480
2021/12/6,Wan Chai,The Morrison,10,3#/F Room C,3,,C,661
2021/12/6,Kennedy Town,Pearl Court,8.75,BLOCK A 2#/F Room 8,2,BLOCK A,8,505
2021/12/6,Sai Ying Pun,Two．Artlane,7.36,1#/F Room C,1,,C,253
2021/12/6,Sheung Wan,Queen's Terrace,10,TOWER 2 3#/F Room G,3,TOWER 2,G,755
2021/12/3,Wan Chai,Overseas Trust Bank Building,5.8,5/F Room B,5,,B,568
2021/12/3,Sai Ying Pun,Kingsfield Tower,12.3,BLOCK B 6/F Room 4,6,BLOCK B,4,812
2021/12/3,Pok Fu Lam,Chi Fu Fa Yuen,7.55,BLOCK H-20 9/F Room H,9,BLOCK H-20,H,518
2021/12/3,Sheung Wan,Grandview Garden,6,TOWER 2 2#/F Room B,2,TOWER 2,B,576
2021/12/3,Quarry Bay,Kornhill,10,BLOCK K 1#/F Room 14,1,BLOCK K,14,728
2021/12/3,Sai Wan Ho,Lee Ga Building,6.08,9/F Room 7,9,,7,572
2021/12/3,Happy Valley,San Francisco Towers,22.21,TOWER A 1#/F Room 3,1,TOWER A,3,1050
2021/12/3,Western mid-levels,Lyttelton Garden,12.5,BLOCK 1 7/F Room A,7,BLOCK 1,A,1173
2021/12/3,Tai Tam,Pacific View,33.98,BLOCK 5 2#/F Room B,2,BLOCK 5,B,1772
2021/12/3,Wan Chai,The Zenith,14.78,BLOCK 2 3#/F Room C,3,BLOCK 2,C,808
